time,author,messsage
1:15:40,Woozer73,Could you make a coffee soda with the left over robusta?
1:15:41,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:15:41,Ivan Christian,Luwak coffee
1:15:41,Colin Maynard,How would you blend with these...or would you?
1:15:41,bsmsmedic,or D is like silage
1:15:41,Zeo,Make lots of tiramisu with E
1:15:42,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:15:42,888SpinR,Could you blend E into something more pleasant?
1:15:42,Hemanshu Das,thoughts on peaberry?
1:15:42,Alex Bryant,D is my favourite! Blueberries!
1:15:42,Siromnomnom,e for less stomach issue for me
1:15:42,zyniqn,"Initially A, but as they cooled my preference slid down the letters - D probably beats it now"
1:15:43,Suzan Thrasher,Do you ever drink darker roasts?
1:15:43,Joana Gil,Hello from Blackhorse Road
1:15:43,ronnor hgih,c was my favorite and I really thought I liked costa rican coffee the most
1:15:45,Julian Berman,How would these change as cold brew?
1:15:45,chrbarrol2,"Fun experience comparing both similar coffees like A and B, and very different ones like E and C"
1:15:45,Sentrie,E leftover is going to be tomorrow's vietnamese coffee :grinning_face:
1:15:45,morgan pearse,"James, people woudl buy E from you if you roasted it!"
1:15:45,chrisgoatpher,FRIKKIN CREMA IN ESPRESSO
1:15:45,Mason Chambers,C is the ultimate Georgie coffee: peaches and sweet tea
1:15:45,Greyson Sinclair,"Between four of us, C and D were the most loved"
1:15:46,Nathan Higgins,Jess O’Callaghan is hot
1:15:47,Rikard Georgii,"hehe, james does NOT like E"
1:15:47,siddyv7,Have you tried Monsooned Coffee
1:15:48,Timothy Hynes,How do you measure caffeine? I'm very sensitive to it and I drink a lot of coffee so some days or even weeks are much harder for me due to the dramatic differences in caffeine intake.
1:15:48,lokiofspirit,How do I get more of D?
1:15:49,Nathanael Utama,Is E good as Viet coffee (with condensed milk)..??
1:15:49,Mars Sambo,"Can the Square Mile team show themselves again like last year? *waves hi* Congratulations, guys!"
1:15:49,Robin Arthur,Thanks!
1:15:52,Jeff,Roast profiles for each?
1:15:53,Dave Needham,Which one would be best for coffee with milk? Flat White.
1:15:53,Mark Roberts,What’s your regular go to coffee?
1:15:53,AssortedPaints,"It'd be cool if these tasting kits could be sold regularly, it would be a nice Christmas present for my coffee friends and they can come back and watch this video when tasting."
1:15:53,Victoria Eshelby,great job square mile (roasting team) and packaging team!
1:15:53,Bjornsides,I liked C the most. I love stone fruits in my coffee. It's one of the few flavours I can pick up easily.
1:15:53,Diana Lee,prufrock is not square mile
1:15:54,Short grain rice,Is growing Robusta as sustainable as Arabica?
1:15:54,Flaplo,The taste feels dramatically different from how it comes out of my V60. Super interesting to pick out the differences this way
1:15:54,mattscarf,Espresso?
1:15:55,the fermented kitchen,first 3 am cupping ive ever done
1:15:55,christofh,can you do a video on the different process?
1:15:55,slytown,B was Costa Rica?
1:15:56,ReVeloBagsNbikes,Love E. Will make the rest into an espresso.
1:15:56,Benoit Jugan,How would you recommend to brew each coffee? (espresso / aeropress / Chemex....)
1:15:56,PostScript31,I'm getting a cherry after taste from E. Long after.
1:15:57,Jango_D,I don't think I could make any of these my daily drinker sadly I don't like them I get overwhelmed by the acidic ones and I don't particularly like the robust
1:15:57,Carlos Granados,Kopi luwak comments please
1:15:58,Ted Bailey,"D tastes like sunshine, like a cool breeze on a nice fall day. like hugs from loved ones. happiness. childlike wonder. magic. D reminds me there is good in the world. I would take D out for a dinner"
1:15:58,Marina Ivanova,My notes for E are so confusing
1:16:00,mishot1000,Greetings from Czechia!
1:16:00,Carlos Granados,Kopi luwak comments please
1:16:01,Suzan Thrasher,"All light roasts,"
1:16:01,Erika Wiman Snäll,Send the robusta to me in Sweden ;-)
1:16:01,Julie K,D->C->E->B->A for me
1:16:02,Jack Chong,which is your favorite?
1:16:02,Carlos Granados,Kopi luwak comments please
1:16:02,apeacebone,"I could not stand D, haha, I hate those tropical flavors. C didn't grab me at first but once I had spent time with it, I got to enjoy it almost like a cup of tea"
1:16:03,Ross Elias,Check out ISO 18794:2018!
1:16:03,Jacob Conger,Can we do this again?
1:16:03,milo gillies,another noob qu: whats the story about caffeine content in this method? we are feeling high as kites over here ...
1:16:03,Daniel Duhlbo,"aeropress video, when?"
1:16:03,Omar Dia,how are these coffees roasted differently?
1:16:04,Metaether,Thoughts on kopi luwak?
1:16:04,Alan Tristão,kopi luwak is made with which variety?
1:16:04,Will Humphreys,Would a good cupping indidicate something that'd taste good as espresso????
1:16:05,Carlos Granados,Kopi luwak comments please
1:16:06,Christopher Mulligan,Ever have Kopi Luwak coffee ?? Ever have Kopi Luwak coffee ??
1:16:06,cameronbatko,Not a fan of any of the coffees.
1:16:07,Space,You could redo your driveway with E and some tar
1:16:08,Sean,Everyone is valid but if you hate D and love E I will fight you.
1:16:08,Callum Haines,They taste all the same mostly?
1:16:09,Max Dorey,"E reminds me of what is often described as ""Turkish"" coffee - is that because t"
1:16:09,Neill Smith,"I love mixing robust into my espresso blends at 5-10% , that's all it takes to amp the cremea up"
1:16:09,Christian S.,Is crust= crema?!
1:16:10,Carlos Granados,Kopi luwak comments please
1:16:10,Carol Nichols OR Goulding,THANK YOU SQUARE MILE!!!!!!
1:16:10,Diana Lee,If you like Taiwanese maybe try other polynesian coffees like Hawaiian!
1:16:10,david b davidb,"i'll buy some robusta, please put it in the shop!"
1:16:11,S.M.,C made me feel I'm tasting perfume - in a good way. It was my fav
1:16:11,Neopardy,"If they were to be iced dripped, which would you prefer?"
1:16:12,Euan Law,had any vietnamese coffee?
1:16:12,Lukas,D is so fruity .... my favourite
1:16:12,ILackTheImagination,Even without the kit this was super interesting and informative
1:16:12,Carlos Granados,Kopi luwak comments please
1:16:13,Glaciersfordays,Will you sell D???
1:16:13,doctormoobbc,"why is robusta used more in aeroplanes, petrol stations, etc?"
1:16:13,Cees van Wanrooy,F is my favourite
1:16:13,asloan193,This was fun I will do this again if you do it again
1:16:13,Nick Haggarty,Which are best suited to espresso vs. Filter James
1:16:13,Jiang disciple,Arabica can be enjoyed both hot and cold
1:16:17,Alberto Luque Martinez,team B!
1:16:19,Carlos Granados,Kopi luwak comments please
1:16:19,josip bota,Which one would you brew as a espresso?
1:16:20,Could Be Dreaming,C tasted like earl grey
1:16:21,Michael Montano,When is the YEMENIA coming !!!?
1:16:21,Lorraine Bauer,"Thank you!,"
1:16:21,Yazan Eid,Have you tried Saudi coffee?
1:16:21,Tyler Martin,Will the Refisa be available for purchase?
1:16:21,Adeniran M,"I enjoyed them all. some better than others, but didn't hate any."
1:16:21,Fernando Garcia,Can I brew the 5 transitions I mixed in while grinding? How would that taste?
1:16:21,Benoit Jugan,Team C
1:16:22,Carlos Granados,Kopi luwak comments please
1:16:22,Certain deaf,LOVE YOU JAMES xxxxxx
1:16:23,Aavik Pakrasi,Use E for infusions or bake something with it at your brick and mortar!!
1:16:23,Marilia Lirio,b is too balanced kind of?
1:16:24,sabin1001,"It's not your fault, it's DHL"
1:16:25,Carlos Granados,Kopi luwak comments please
1:16:25,pixiedustshines,when will the recording go live?
1:16:25,Dillon Whitehead,what roasting decisions did your team make?
1:16:25,789 Flyer,How do these coffees hold up as espresso?
1:16:26,Lenni Totoro,where can we buy more of these coffees???
1:16:27,Ignacio Reygadas,whats the roast profile on each one?
1:16:27,chrisgoatpher,R O A S T T E A M
1:16:27,Carlos Granados,Kopi luwak comments please
1:16:28,slytown,D B C A E
1:16:28,Michael Frontz,I loved D. I know it's a little normy to go for natural ethiopians but I love it.
1:16:28,"Yes, have some",C is a fun night out. E is the hangover.
1:16:28,Alburp,Are there people living in asia rn who participated here?
1:16:29,Carlos Granados,Kopi luwak comments please
1:16:29,Rik McRae,D is totally like silage :face_vomiting:
1:16:29,Nigel,What’s the closest to E on your web shop if the Uganda one isn’t for sale?
1:16:30,R. van Reijswoud,What is your favorite one James?!?
1:16:30,Mark Roberts,What’s your regular go to coffee?
1:16:31,Tim Ineson,just having some peanut butter to get rid of the taste of D
1:16:31,Malt & Pepper,"if you make espresso with all these, will the results be similar?"
1:16:31,Tamás Orosz,"D is the best for me, closely followed by C. Thanks James! Greetings from Hungary."
1:16:32,Carlos Granados,Kopi luwak comments please
1:16:32,Manfei Hu,I love B and C. B will be my option for daily dose of my morning coffee while C will be preferred for my Teabreak/leisure coffee to go with my cakes/sweet treats.
1:16:32,Alan Tristão,how about kopi luwak?
1:16:33,Kristýna Greňová,Grass in A! Yes!
1:16:33,Harry T Dyer,thank you so much for this. I learnt so so much
1:16:33,rbiswas0906,HOFFMAN U ARE MY DADDY <3333
1:16:34,Yazan Eid,Have you tried Saudi coffee?
1:16:34,Short grain rice,Is growing Robusta as environmentally sustainable as Arabica?
1:16:34,Eileen,loved A and E
1:16:34,Adeniran M,I think B is my favorite.
1:16:35,Christina Hauck,BADCE -- Central America
1:16:35,Alan Tristão,how about kopi luwak?
1:16:35,Roger Liem,thoughts of Luwak Coffee / Peaberry ?
1:16:35,velocitygirl07,Thank you!
1:16:35,Max Dorey,"E reminds me of what is described as ""Turkish"" coffee, is that because of the type of bean?"
1:16:36,Ben Robertson,Will this happen again?
1:16:36,David Aeschlimann,"Thanks, James!!"
1:16:37,Rob Lucchetti,now i have to make a bunch of tiny pour overs
1:16:37,Deivid Hermin,que ajjco el E
1:16:37,mattscarf,THANKS FOR ALL THE WORK GUYS!!
1:16:38,Jean-Pierre Gregor,E: Ron Burgundy's Apartment smell (Leather bound books and rich mahogany)
1:16:38,Nigel,What’s the closest to E on your web shop if the Uganda one isn’t for sale?
1:16:39,Riley Kovacs,"It’s okay, I’m still watching :)"
1:16:40,lokiofspirit,"How do I get more of any of these coffees, are they sold at square mile?"
1:16:40,Fin Ross,how do i clean the cups without putting all the grounds down the sink
1:16:41,Tim C,So fun!
1:16:41,Nevgül Güven,It arrived in Turkey just in timr
1:16:41,Shiv S,Do you people blend arabica and robustaDo you people blend arabica and robusta
1:16:41,Connor Fleming,"This was a great experience, and an amzing amount of money raised."
1:16:41,UserWill,can we buy more of these coffees?
1:16:42,Carlos Granados,Kopi luwak comments please
1:16:42,Newfiegal 78,So much fun!!!
1:16:42,Charkue,"Seriously, where do we stand on your hair? May I have it or not?"
1:16:42,Łukasz Szłapa,"how much different is britta filtered water from ""third wave water""? noticable?"
1:16:42,Rik McRae,B is my fave
1:16:43,josip bota,Which one would you brew as a espresso?
1:16:43,ncobriens,How dark was E roasted?
1:16:43,Tiffany Rose,i'm a little over caffeinated for this early in day to think :slightly_smiling_face:
1:16:44,chrbarrol2,"I like D but it is borderline ""fake"" fruity"
1:16:44,Lenny Hankins,I don't enjoy bright fruity coffee...yet:beaming_face_with_smiling_eyes:
1:16:44,Jonas K,C-A-B-E-D
1:16:45,DirkHH,$17600 plus the money here
1:16:45,Mio,D C A B E
1:16:45,Could Be Dreaming,Favourite is D
1:16:45,Carlos Granados,Kopi luwak comments please
1:16:45,rbiswas0906,KEKW
1:16:45,Harry T Dyer,can I buy some A and D?
1:16:45,Matt,YAAAA JAMES
1:16:46,Valerie Chaneco,"In a WORLD WITHOUT COFFEE, what would you drink?"
1:16:46,Diana Lee,Do a vid to the square mile team so we can know!!!
1:16:47,Michael Frontz,"Ranking of the arabica's for me- D, C, B, A"
1:16:47,Ryan Spaulding,I really enjoyed doing this
1:16:47,Livio1772,will this stream be on your channel later? i bought the kit but sadly something came up so i couldn't taste with you but i'd love to have a tasting later with your stream running.
1:16:47,Fabio Bollinger,SUPER FUN!!
1:16:47,Roger Liem,Luwak!
1:16:47,kim place-gateau,Loved this!
1:16:47,Lenni Totoro,where can we buy more of these coffwwa
1:16:48,Niels Verschuur,I just tuned in :(
1:16:48,neha karadkhedkar,How many times do you drink coffee in a day?
1:16:48,Balázs Kossovics,my sister mixed up D and E bowls and we were like what the *** is he talking about? :grinning_face:
1:16:49,Carlos Granados,Kopi luwak comments please
1:16:49,Roger Liem,Luwak!
1:16:49,Ryan Spaulding,This was great
1:16:49,Malt & Pepper,FUN
1:16:49,CoJo,I'm getting some brown sugar from A now that it's cool
1:16:49,tacodias,It was super fun!
1:16:50,Gregory Christensen,I did have fun
1:16:51,Roger Liem,Luwak!
1:16:52,Nathan Higgins,I would only use d for a coffee enema
1:16:52,Frank Chiodo,This has been an absolutely wonderful time. Thank you James!
1:16:53,Fabio Bollinger,THANK YOU JAMES
1:16:53,Jack Chong,definitely fun
1:16:53,Lenni Totoro,where can we buy more of these coffees
1:16:53,Roger Liem,Luwak!
1:16:54,AndrewAlex92,Absolutely
1:16:54,Dettorer,fun was had
1:16:54,Thomas Ertresvåg,C - A - B - D - E
1:16:54,Santi Puch,"thanks for putting this together, it has been really fun even without the tasting kit (been following with my own coffee)"
1:16:55,slytown,Thanks James
1:16:55,ziphoward86,More than worth it!
1:16:55,mckinseykm,So much fun!
1:16:55,Tara Keels,CANADA
1:16:55,The Paradox,"E really tastes like a Korean dark browned rice, nooroongji"
1:16:56,Carlos Granados,Kopi luwak comments please
1:16:56,Alex Fitch,Thank you lots of fun! And helped a great cause
1:16:56,Shauleen,So much FUN!
1:16:56,Albert C.,NOOOOOOOOOOO THIS ENDED TOO SOON
1:16:57,Neopardy,It’s midnight in Japan. Im not gonna sleep now lol
1:16:57,Marco Rolando,Thank you!
1:16:57,Roger Liem,Luwak!
1:16:57,JV Tamayo,i just love coffee in general so any coffee = :red_heart:
1:16:57,MoonlightBuilds CY,did you have fun james?!
1:16:58,Valentin Nikolaus,thanks a lot (berlin)
1:16:58,zyniqn,Definitely worth it! Thanks for hosting :slightly_smiling_face:
1:16:58,Dominic Jones,Thank you Square Mile and James!
1:16:58,Fabio Bollinger,I would do this monthly!
1:16:58,Joey Potts,Amazing service from the Square Mile team - got mine couriered this morning!
1:16:59,William Humphreys-Cloutier,This was so much fun James :red_heart: . thank you soooo much
1:16:59,kim place-gateau,Thank you so much
1:16:59,StephenLF,D was the clear winner
1:16:59,Jiang disciple,It feels like it’s been 5 minutes
1:16:59,Aavik Pakrasi,Please do this again!!!!
1:16:59,John Yeo,thanks so much!
1:17:00,Valerie Chaneco,"In a WORLD WITHOUT COFFEE, what would you drink?"
1:17:00,Robin Smith,This was an amazing experience!!!
1:17:00,Carlos Granados,Kopi luwak comments please
1:17:00,Connor Fleming,"First time tasting, great insight, thanks James!"
1:17:01,Ste D,"D, C, B, A, E"
1:17:01,Roger Liem,Luwak!
1:17:01,Trudgemank95,D E/B A C
1:17:01,Jonas C,Thank you so much!
1:17:01,Mark Roberts,DEFINITELY A FUN HOUR
1:17:02,Gamze Yılmaz,IT WAS GREAT
1:17:02,Paul Hoxie,Totally worth it!
1:17:03,Nick Haggarty,Which are best suited to espresso vs. filter James
1:17:03,Luke Swift,was awesome! cheers James!
1:17:03,redpandamaniacal,Just noticed a decaf espresso on the shop. Any plans on decaf drip? Drink a lot due to caffeine withdrawal issues.
1:17:03,Christina Hauck,This was fun and educational and tasty!
1:17:03,Roni Chik,so much fun ....from Hong Kong
1:17:03,Michael Frontz,The robusta I don't know if I can compare! Thanks for including it!
1:17:04,tisfortong,Super fun!!
1:17:04,Sascha,Thank you and sm roasters so much
1:17:04,Zeo,Best hour. I’m all jittery now
1:17:04,Jonny Zee,Thank you James!
1:17:04,Aaron Haag,Amazing!!!!
1:17:04,Vaughan Chapman,Absolute blast!!
1:17:05,Valentin Nikolaus,we loved C (berlin)
1:17:05,Carlos Granados,Kopi luwak comments please
1:17:05,Marc Hochheimer,D is incredible
1:17:05,Kyle La Hara,where to buy?
1:17:05,Stefano Reboli,D is my choice
1:17:05,Drew Morone,It would have been a bargain at $500
1:17:05,Yukiguni,"was well worth the cost, great fun"
1:17:06,Deivid Hermin,A Wins!
1:17:07,Anthony Short,From San Francisco
1:17:07,meetlejuice,THANKS ALL AT SQUARE MILE!!!
1:17:07,Peter Blomberg,this was fun James! over from wyoming
1:17:07,hakki368,Liberica from the Philippines
1:17:07,David Alexander,how to donate without YouTube taking a cut?
1:17:08,Nathan Higgins,I would only use E for a coffee enema
1:17:08,Tiffany Rose,THANK YOU AND THANK YOUR TEAM!!!!!!!!!!!!!!!!!!!!!!!!
1:17:08,Mandy Leeuwis,"thanks, James! We had so much fun!"
1:17:08,Could Be Dreaming,Thank you so much James. This was awesome
1:17:09,Carlos Granados,Kopi luwak comments please
1:17:09,hakki368,Liberica from the Philippines
1:17:10,Arthur Baines,Thank you James!
1:17:10,MultiSigil,Big thank you to James and the Square Mile crew!
1:17:10,gus1635,the most fun in a long time. You're a legend! Thanks to you and the team... Now to try and sleep at 1am lol
1:17:10,OowoO,D to double ship my kit to reach me in Kuwait
1:17:11,TheNikonianMan,C and D are my favourites!
1:17:11,Phil Kan,Thanks for a wondeful midnight to 1am! Now to clean up and try to get a little sleep :slightly_smiling_face:
1:17:11,Robin Arthur,Can we buy the coffees?
1:17:11,Zoltan Horvath,DCABE
1:17:12,hakki368,Liberica from the Philippines
1:17:12,mattscarf,Fascinating experience
1:17:12,CH Gooi,:grinning_face_with_big_eyes:
1:17:12,Diana Lee,wow paradox! That's why it's familiar
1:17:13,Tim C,D-C-B-A--E
1:17:13,Kopitalis,HORE!
1:17:13,KiLLrFOX916,James thank you for making these videos!
1:17:13,Michael Reinsoo,I had fun!!! :hot_beverage::ok_hand:
1:17:13,Mark Roberts,Thanks James!
1:17:13,ScarpMetal,D my lord!
1:17:13,Tomáš K.,"It was amazing, James! We hope to have another one next year too haha"
1:17:14,DannyZNINJA,"this was an amazing experience, thank you so much for the educational experience James!"
1:17:14,rekony,im just watching this and i had fun. thank you!
1:17:14,Carlos Granados,Kopi luwak comments please
1:17:14,hakki368,Liberica from the Philippines
1:17:14,Tara Keels,Thank you :red_heart:
1:17:15,Archie Yeow,thanks!
1:17:15,MrHuweii,Thanks!
1:17:15,Marina Ivanova,Hello from Japan! So much fun!
1:17:15,Nick Cherryman,ENEMA
1:17:15,Ainurak,Thanks! good experience.
1:17:15,Josh Grainge,Easiest way to clean up?
1:17:16,Wikorn Cuptasanti,E is so bad my god
1:17:17,Nick R,Thanks man
1:17:17,Tigerstripes,This was amazing! It makes me want to explore cupping and the intricacies of coffee even more
1:17:17,Anna SdTC,"I love the feeling of community today, thanks so much"
1:17:17,Daniel Veškrna,"Learned a lot, that was amazing. Thank you James!"
1:17:17,Roger Liem,Luwak!
1:17:18,Robert Curley,super fun time. thank you James!
1:17:18,Hergen Ising,THANK YOU VERY MUCH - AMAZING
1:17:18,Peter Liu,thank you!
1:17:18,Shiv S,"C, D, A, B, E"
1:17:19,the fermented kitchen,New Zealand.
1:17:19,MagnetCap,This was a great hour to share with other people in the world
1:17:19,hakki368,Liberica from the Philippines
1:17:19,Sebastian Bjørnestad,This was soooo fun!!!!!! ;)))))
1:17:19,Jeremy Tannehill,So much fun thanks!
1:17:19,DeluxGaming,Thank you so much James! I really enjoyed it a lot!
1:17:19,Patrick Wilson,I saw first-hand the sour/bitter confusion. Need more tasting experience! Also noticed that I was able to pick out the Ethiopian coffees as I drink those most often.
1:17:20,Fabio Bollinger,Best way to simulate the cupping flavour for regular coffee drinking???
1:17:20,Marsha Lirios,Midnight in Philippines
1:17:20,Diana Lee,현미녹차 x 누룽지
1:17:20,Peter Buckland,:smiling_face_with_smiling_eyes:
1:17:20,Ebsan Uddin,Thank you!
1:17:20,Valentin Nikolaus,it was great fun (berlin)
1:17:20,Nick Cherryman,ENAMA
1:17:21,Stefano Reboli,Thank you James!!! Great experience!!!
1:17:21,Ryan Gamble,can I buy your E lot?
1:17:21,joon park,would totally subscript
1:17:21,Robert Wilson,Thanks so much for an amazing event James :)
1:17:22,Jeroen Quak,Thank you and the crew for this experience !11
1:17:22,Marc Hochheimer,Thanks for an amazing experience!!!
1:17:22,Robin Arthur,can we buy some of the coffees?
1:17:22,KeAndra Pruss,My dad says thank you.
1:17:22,David Niergarth,How would these samples work as espresso?
1:17:23,josip bota,Which one would you brew as a espresso?
1:17:23,Robin Arthur,can we buy some of the coffees?
1:17:23,Robin Arthur,can we buy some of the coffees?
1:17:23,tyler belcher,It was great! Thanks James.
1:17:23,Robin Arthur,can we buy some of the coffees?
1:17:24,Robin Arthur,can we buy some of the coffees?
1:17:24,Martin Middleton,**which would you recommend with milk and sugar??**
1:17:24,Glaciersfordays,Thanks James! My first cupping!
1:17:24,Sean,A&B compare interesting
1:17:25,tyler belcher,and tema
1:17:25,Lenni Totoro,where can we buy more of these coffees
1:17:25,Roger Liem,Luwak!
1:17:25,Nick Haggarty,Which are best suited to espresso vs. filter James
1:17:26,Fin Ross,how do i clean the cups without putting all the grounds down the sink
1:17:27,Ivory Loh,suggestions for left over coffee?
1:17:27,Bagu,"I wish there would have been more kits, I did not manage to get one! but such an awesome initiative!"
1:17:27,lokiofspirit,how do I get more of D?
1:17:27,neha karadkhedkar,Where can I get your coffee beans in Canada?
1:17:27,Robin Arthur,can we buy some of the coffees?
1:17:27,Yazan Eid,Have you tried Saudi coffee?
1:17:27,Jiang disciple,I loved this live tasting together. Thank you for making this
1:17:28,tyler belcher,team*
1:17:28,John Erwin Veneracion,thank you so much James
1:17:28,Alan Tristão,how about kopi luwak?
1:17:28,josip bota,Which one would you brew as a espresso?
1:17:28,wookie chris,Incredible as always James THANKYOU!
1:17:29,Håkan Jakobsson,B!
1:17:29,lechat,this was a lot of fun. had some trouble with evaluating finish but thanks so much!
1:17:30,Phil Kan,How do these transfer to espresso?
1:17:30,chrbarrol2,Very fun! Good choices of coffee :hot_beverage::thumbs_up:
1:17:30,Amy B,how do these different coffees perform as Espresso?
1:17:30,David Walters,Thank you that was fun!
1:17:30,Cameron John MacDonald,Is it normal to taste chili pepper in A and B?
1:17:30,Mirrodin,C and D :thumbs_up:
1:17:30,Mark Roberts,WHAT’S YOUR GO TO COFFEE
1:17:30,tmta,Price was on point
1:17:31,Carlos Granados,Kopi luwak comments please
1:17:31,Fabio Bollinger,This brought out flavours I never found in paper filter
1:17:32,Diana Lee,yes! I liked spending extra cash for fun
1:17:32,ppppatkay,:socialdist::socialdist::socialdist:
1:17:33,Adeniran M,can't wait until next year!
1:17:33,Barry M,favourites in order D C B A .......... E
1:17:33,josip bota,Which one would you brew as a espresso?
1:17:33,David F,fantastic experience thank you
1:17:33,Carlos Granados,Kopi luwak comments please
1:17:33,Caroline Gagné,Bravo to James and team
1:17:34,Jack Granby,One of the most awesome hours I've spent in the last 6 months - thank you Mr. Hoffmann!
1:17:34,Mandy Leeuwis,:elbowcough:
1:17:34,NiiChuuko,kopi luwak is like cold brew but with animal cruelty.
1:17:34,Robin Arthur,can we buy some of the coffees?
1:17:34,Kathryn Lucas,Thank you! This was so much fun and great to feel part of a wider coffee community!
1:17:34,Marc Hochheimer,I have never tasted something like E before
1:17:35,hakki368,Roast Liberica from the Philippines
1:17:35,Nicholas Welna,"I have a not so great sense of smell, any tips?"
1:17:35,Max T,Thank you so much!!
1:17:35,Valentin Nikolaus,you are a living legend (from berlin)
1:17:36,Space,I now want the 60kg of E
1:17:36,Tim C,"Thank you, James."
1:17:36,Arnaud Pascal,Laurina ? HAve you tried it ?
1:17:36,Jrfuzz,Thank you! Hope you repeat this next year
1:17:36,Jeff Kirk,"Thanks from Pennsylvania, USA!"
1:17:36,Nick Haggarty,Which are best suited to espresso vs. filter James?
1:17:37,Stuart Bodgers,defo B for us
1:17:37,mattscarf,AB was very interesting to see subtle differences
1:17:38,Roger Liem,Luwak!
1:17:38,smellysiac ellysiac,have you tried any Australian grown beans
1:17:38,Fin Ross,how do i clean the cups without putting all the grounds down the sink
1:17:38,Mandy Leeuwis,:chillwcat:
1:17:38,Nick Cherryman,ENEMA
1:17:38,Peter Arisz,HOW ABOUT STIRRING NOW
1:17:39,lokiofspirit,how do I get more of coffee D?
1:17:39,John Yeo,C now outshining B when cooled down. E third best
1:17:40,hakki368,Roast Liberica from the Philippines
1:17:40,James Liu,"This was super fun, and very educational for me, thanks for putting it on!"
1:17:40,josip bota,Which one would you brew as a espresso?
1:17:41,GuttsCL,GRACIAS
1:17:41,Carlos Granados,Kopi luwak comments please
1:17:42,STEEZY GEEZY,E is brown bred crust
1:17:42,Sandra Liem,Thanks so much! It was indeed a fun hour. Brilliant work.:hot_beverage:
1:17:42,Nigel,What’s the closest to E on the web shop if the Uganda one isn’t for sale?
1:17:42,Diana Lee,shipping was ELEVEN GBP for 7 gbp product lmao
1:17:42,Omar Dia,how are these samples roasted differently?
1:17:43,lellefot,"Had a wonderful time, thank you for arranging this :)"
1:17:43,wingeren,"thanks James, that was fantastic, shoutout from Chicago"
1:17:43,Alan Tristão,how about kopi luwak?
1:17:43,Lenni Totoro,where can we buy more of these coffees
1:17:43,Alex Bryant,D > B > C > A > E
1:17:43,Uriel Polito,ADCBE
1:17:44,Stefano Reboli,:washhands:
1:17:44,Arief,Bali bali bali
1:17:44,marconk1,Huge Thank you
1:17:45,hakki368,Roast Liberica from the Philippines
1:17:45,Suzan Thrasher,Thank you!
1:17:45,Mark Italia,my caffeine levels are spiking like crazy. anyone else?
1:17:46,smellysiac ellysiac,have you tried any Australian grown beans
1:17:46,John Erwin Veneracion,THANK YOU SQUARE MILE TEAM
1:17:46,Nevgül Güven,:party_popper:
1:17:46,Dana_Hach,What do you think of arabica robusta blends?
1:17:46,Alan Tristão,how about kopi luwak?
1:17:46,Miscellaneous,D is what coffee enthusiasts want you to like
1:17:47,R. van Reijswoud,"Your favorite?!?!,!"
1:17:47,DannyZNINJA,what's the best way to clean up a cupping?
1:17:47,Cha Antinor,Try some liberica from the Philippines :smiling_face_with_smiling_eyes:
1:17:48,Kamille Murillo,Our first time doing cupping. Super enjoyed and worthy experience!
1:17:48,Gezzior,THANK YOU JIM AND SQUARE MILE
1:17:48,Valentin Nikolaus,"welcome to berlin any time, james! (berlin)"
1:17:48,Matt M,where are the 7000 missing?
1:17:48,Richard Diaz,my kit was misdelivered but I was able to retrieve it from the post office yesterday
1:17:49,Jussi Pardoe,:red_heart:
1:17:49,Nathanael Utama,Have you tasted a “bad” Gesha..?
1:17:49,Lenni Totoro,where can we buy more of these coffees
1:17:49,Marsha Lirios,Which is best for espresso???
1:17:49,Patrick Carter,guiness kinda suck with records anyway
1:17:49,Roger Liem,Luwak!
1:17:49,CALAUDIA KUCHAN,I have wanted to try a honey coffee for so long! This was super interesting- Thank you!
1:17:49,Mandy Leeuwis,:virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug: James
1:17:50,Esther Steward,This was such fun! Thank you!
1:17:50,Alastair Gow,It has been a really fun experience and informative. Thank you so much.
1:17:51,Carlos Granados,Kopi luwak comments please
1:17:51,sopwerdna,damn we're at 18000
1:17:51,josip bota,Which one would you brew as a espresso?
1:17:51,genkaimade,Is the ferment-iness of E to do with the processing?
1:17:51,Mark Yoon,:two_hearts::two_hearts::two_hearts:
1:17:52,Mirjana Bozhinovska,Next time we double in numbers!
1:17:52,Alex Bryant,THANK YOU JAMES
1:17:52,Jerald Schoudt,Good work! I hope the coffee was delicious!!
1:17:52,Josh Grainge,Easiest way to clean up?
1:17:52,Jiang disciple,"Yes, we did it together"
1:17:53,tyler belcher,How can we get these same types of flavors when brewing? Should we be doing a french press?
1:17:54,Carlos Granados,Kopi luwak comments please
1:17:54,neil rajah,I've learnt that my palate is not very sensitive
1:17:54,Karen G.,:yellow_heart::yellow_heart::yellow_heart:
1:17:54,Matt Huston,Can you talk more about honey processing and how the colors vary and what causes that
1:17:54,Steven Trebach,Thank you! I enjoyed trying a pure Robusta for the first time (even if it wasn't my favorite)
1:17:54,Rmg12,would you use E on a blend?
1:17:55,Jacob Conger,Will there be a sequel???:smiling_face_with_smiling_eyes::hot_beverage:
1:17:55,Mandy Leeuwis,:yougotthis::yougotthis::yougotthis:
1:17:55,Alan Saxon,Biggest win for me was E...Ill be ordering some!Thanks James!!
